Geolocation,2015,2018
BARMM: Bangsamoro Autonomous Region in Muslim Mindanao,2.87668741066982,5.923816866112208
CAR: Cordillera Administrative Region,6.635383363697023,9.647947866217322
CARAGA: CARAGA Administrative Region,5.603433424244852,8.021146423066238
MIMAROPA: Southwestern Tagalog Region,9.53095177809158,10.132831197978852
NCR: National Capital Region,5.88348589799268,7.085781983057649
Region 10: Northern Mindanao,6.843058607312513,12.69661390560628
Region 11: Davao Region,10.438387513817094,6.763097496036941
Region 12: SOCCSKSARGEN,7.068206509989827,12.28818368025475
Region 1: Ilocos Region,7.453735627872171,11.312069049301332
Region 2: Cagayan Valley,8.900391133580342,4.499523261582428
Region 3: Central Luzon,6.519357420226868,8.215452435312521
Region 4A: CALABARZON,6.307003995955918,9.511903003591703
Region 5: Bicol Region,8.240400919775848,8.730943429022119
Region 6: Western Visayas,9.042916791588684,8.430301805565277
Region 7: Central Visayas,6.546146706112088,14.0630130453411
Region 8: Eastern Visayas,9.02784582807865,9.328772062969982
Region 9: Zamboanga Peninsula,9.96018839775521,6.985012062105822
